startup_id,startup_name,industry,location,market_size_estimate,market_growth_rate,founder_experience_years,founder_previous_exits,founder_education_level,team_size,monthly_active_users,revenue_last_month,growth_rate_last_3_months,pilot_partnerships,funding_rounds,total_funding_received,investors_count,status,pitch_deck_summary,vision_statement,problem_statement,succeeded_in_funding
793,Williams-Wagner,E-commerce,Ahmedabad,2666698452,15.69,4,2,Bachelors,282,86395,48780129,39.74,True,0,415903905,8,Acquired,"Thus may close according current management remain. Reach other pressure purpose. Beautiful next analysis apply benefit wrong carry.
Doctor for leader water ask learn collection. To role beat of help should character million.",Distributed optimizing knowledge user,embrace out-of-the-box e-business,True
794,"Ingram, Andrews and Brooks",Gaming,Pune,2058057668,3.71,13,0,Bachelors,156,368029,36177193,2.65,True,0,0,0,Acquired,"Real might effect season indicate. Risk toward she school sometimes. Activity check list animal national far expert.
Time fly prevent nature carry three. Nice officer enter knowledge drop.",Integrated global utilization,harness distributed info-mediaries,False
795,Williams-Ellis,Fintech,Delhi,2001532912,15.79,3,2,MBA,33,172172,2155977,20.34,True,1,540645984,3,Closed,"Network medical summer. Trouble feeling capital our window sign. Instead general itself type their get lose newspaper.
Try big account provide. Just us vote total. Pull energy continue single.",Switchable disintermediate policy,innovate enterprise mindshare,True
796,"Holmes, Wade and White",E-commerce,Chennai,4449018345,6.7,15,1,PhD,292,488849,27962543,36.12,False,0,172862938,8,Active,"Phone table treatment off. Recognize own throw phone. Build world include research eat major.
Assume huge from discussion. Letter speak show serve beautiful stay. Example read maintain many behind health western response.",Open-source context-sensitive attitude,facilitate B2B content,True
797,"Thompson, Johnson and Mcknight",SaaS,Ahmedabad,2642758249,8.01,7,2,MBA,95,143728,681253,23.24,True,0,0,0,Active,"Resource feel place travel home final case. Agreement stock someone car notice. Language time within worker.
Technology into moment it rise light candidate back. Which reduce fly second in support. Make hot investment black south.",Configurable didactic forecast,enable clicks-and-mortar solutions,False
798,Rose Group,Healthtech,Bangalore,4993983560,7.54,19,0,Bachelors,109,297959,24813477,11.3,True,0,0,0,Closed,"Arrive reflect answer check. Environmental tend within determine three. Draw picture event alone.
Sit sister style already interview. Debate land economy sign film risk.",Advanced optimizing toolset,optimize end-to-end paradigms,False
799,Peters and Sons,Healthtech,Pune,2782871752,5.62,16,1,Bachelors,243,94190,42729684,29.77,False,2,54521286,5,Closed,"More Mr real war wrong indeed newspaper style. Draw reduce there economic learn rate kitchen start.
Agent position best responsibility lawyer know history. Mind artist production nor law perhaps.",Multi-lateral 24hour Local Area Network,whiteboard clicks-and-mortar markets,True
800,"Arnold, Ellis and Thompson",AI/ML,Mumbai,4202902005,10.27,17,1,MBA,218,339493,7152727,4.94,False,0,0,0,Active,"Hair century learn significant. Image conference police figure prepare. Information whether list similar management either push.
Occur use right this down long final. Money western head position edge about.",Versatile systematic secured line,re-contextualize seamless niches,False
801,Patrick PLC,SaaS,Bangalore,4467162397,11.06,18,2,PhD,206,491391,20344211,33.39,True,0,0,0,Closed,"Under run book sort. Audience responsibility school throughout performance if mother effect.
State point field those kind trouble law movie. Sound expect we else.",Progressive explicit concept,exploit interactive networks,False
802,"Cook, Carpenter and Johnson",E-commerce,Delhi,1763987916,3.07,2,0,PhD,62,362938,37481432,28.72,False,0,0,0,Closed,"Reveal term cause time significant. Recognize eight show.
Statement should back both staff personal. Official list kitchen consumer perform owner. Music program meet prepare body together again.",Persistent fresh-thinking frame,implement vertical web-readiness,False
803,"Stephenson, White and Ross",Edtech,Chennai,3049171068,15.54,10,0,MBA,192,166486,36333086,49.99,True,0,0,0,Closed,"Experience turn record across. Building move suggest agreement.
Oil customer point above newspaper hospital. Culture majority according husband bed measure. Trial computer four game toward.",Virtual clear-thinking architecture,re-contextualize bleeding-edge ROI,False
804,Velasquez Ltd,Edtech,Mumbai,1490415609,12.48,9,2,Bachelors,75,71199,6144678,48.16,True,0,0,0,Closed,Quickly cause that month. Analysis available common rather. Offer attack leader land often. Purpose answer eight act according shake.,Streamlined client-server open architecture,disintermediate distributed portals,False
805,"Russell, Baker and Cole",SaaS,Mumbai,3458074998,18.56,9,0,MBA,229,351002,34697675,8.62,True,1,763105445,9,Closed,"Power station yourself heart Mr might reach however. If them us other.
Area section industry until point ten instead. Radio kid focus difference.
Word happen onto be no news usually. Turn nice through thousand local.",User-centric non-volatile monitoring,innovate out-of-the-box e-tailers,True
806,Montes and Sons,Agritech,Hyderabad,3233878691,6.95,15,1,PhD,40,205335,48711012,43.57,True,3,257320665,3,Acquired,"Realize card personal seek character. Environmental none billion book sort and machine.
During health letter stock short environment. Rule plan cultural ok attorney never weight. Grow available individual various with resource dark need.",De-engineered tertiary capability,integrate turn-key users,True
807,Perry-Duncan,Edtech,Hyderabad,2947407900,8.32,10,1,MBA,171,150457,18252304,24.35,True,0,65021316,4,Acquired,Be alone church whatever yeah know free. Along magazine main word myself forward issue. Marriage firm officer space successful. Authority five card simply them everybody.,Centralized transitional challenge,deploy virtual web-readiness,True
808,Smith-Walker,Edtech,Bangalore,4757010057,16.23,2,1,PhD,37,36169,17373686,41.38,True,3,644872371,1,Active,"West me step sit serious program. Late cause commercial police three think article. Remain real war church effect person practice national.
Lose design list those. Make issue accept begin red its voice.",Upgradable tertiary leverage,incentivize frictionless markets,True
809,Carter LLC,Healthtech,Chennai,3007413327,7.42,16,0,Bachelors,111,475768,48080000,5.38,True,2,809489828,3,Closed,"Leader help standard player wait hard note. Know force his tree both. Social future thing consumer set.
Deep visit difference husband month strategy actually. Opportunity near work available politics recently. Later entire say daughter single.",Reactive intangible function,reinvent integrated initiatives,True
810,Newman LLC,Gaming,Pune,4434650398,16.91,9,1,MBA,12,370556,10066396,16.17,True,4,165424735,6,Closed,"South sign south benefit. Remember keep over only international task air.
Quite travel less manager share lawyer next. Fight organization floor page. Support full at.",Stand-alone encompassing implementation,repurpose open-source functionalities,True
811,Best Ltd,E-commerce,Mumbai,3862706634,16.52,9,1,MBA,297,115560,5125011,27.01,True,1,55568560,9,Acquired,"Fish at must something chair. Consider read authority.
Me expect seem television. Even anyone detail claim seven interesting.
Fire thank so usually personal degree. Often economy daughter thing wait hospital. Very word magazine positive reveal.",Digitized global project,engineer world-class functionalities,True
812,Daniels PLC,Agritech,Kolkata,3071141590,16.6,2,2,PhD,78,311109,41854417,26.12,False,3,255739125,1,Closed,"In situation smile prevent hear entire forget particularly. Cultural artist address others near.
Sign movie live firm social cultural miss through. Receive push sometimes plant authority. Radio raise year focus campaign.",Balanced static firmware,target out-of-the-box niches,True
813,Joseph-Tran,AI/ML,Delhi,4663367473,4.51,12,1,MBA,50,178476,1209217,19.82,False,2,780227279,5,Active,"South dog practice describe coach. Former several sign stand simply.
Treatment against state eat gas resource. True system water over. Amount foreign between movie quickly cause perhaps.
Prepare season theory. War decision wife cultural month mean.",Upgradable 3rdgeneration function,generate plug-and-play deliverables,True
814,Fox and Sons,Edtech,Bangalore,4928818452,13.05,18,1,MBA,158,207749,13726680,16.88,True,1,368167091,7,Acquired,"What receive without firm land treatment near. Four receive understand camera public.
Letter open create whether offer.
West perform environment. Tonight rate arm special government.",Object-based exuding frame,enable one-to-one eyeballs,True
815,"Swanson, Rivers and Thomas",SaaS,Chennai,2723366725,4.22,15,2,MBA,149,19706,184588,30.32,True,4,425749212,9,Closed,"Born heart control war. Professor seat garden service rise.
Contain guess everything success sit appear. Man necessary under meeting marriage training win. Piece nice data same land.
Surface son produce firm move several economic.",Sharable bandwidth-monitored benchmark,incubate enterprise content,True
816,Sellers-Smith,Agritech,Kolkata,3722534527,9.29,19,2,PhD,30,156049,4778424,10.43,False,0,0,0,Active,"White long second yet trade stop.
Thus always at at catch. Director response society part firm rule travel.
Protect partner something rate school loss. Like sport million support. Film especially strong raise. Another near hospital wife.",Customer-focused zero tolerance core,engage end-to-end e-services,False
817,Diaz Inc,AI/ML,Kolkata,2352708824,6.05,16,0,Bachelors,160,256564,13206706,21.66,True,0,0,0,Closed,"Argue police true million beautiful. Green no stage according simply. Raise within discussion every common.
Enter available choice agent whole. It item item realize sell painting. However station affect quickly tax small.",Devolved attitude-oriented utilization,embrace dot-com architectures,False
818,Martinez-Peterson,Healthtech,Chennai,2444432287,8.78,8,2,Masters,116,390057,37641205,9.96,True,0,0,0,Active,"Candidate stuff onto radio rest child. Easy billion have success unit capital responsibility. Government reveal nearly well.
Card order human ground.
Meet another despite success summer. Mrs share watch many western. Car exactly past.",Open-architected uniform database,target ubiquitous vortals,False
819,Perez and Sons,Healthtech,Mumbai,2140690075,3.51,1,0,Bachelors,136,142154,45987981,47.19,True,0,0,0,Closed,"Because everything thus choose start dream. Their account agency pretty issue hard as.
Born heavy allow service weight particularly soldier. Kitchen religious glass meeting offer cover successful.",Front-line multi-state emulation,architect 24/365 solutions,False
820,Thornton Inc,SaaS,Hyderabad,1888507941,4.81,17,2,Bachelors,257,270992,43540178,24.11,False,0,0,0,Closed,"Value range notice similar. Recognize real particular song. Bar eye cost walk I.
Film go save measure music. Surface hotel first happy.
Administration study thus find. Nearly opportunity above per seven.",Ameliorated optimizing firmware,deliver cross-media web services,False
821,Wyatt Ltd,Gaming,Delhi,4246507277,11.36,8,1,MBA,190,487527,47109838,34.19,False,0,0,0,Acquired,"Continue view break increase. Any laugh break. All almost drop consumer throughout.
Message contain deal among art. Allow quickly student require front. Or ask mother several out research school.",Customer-focused eco-centric archive,re-contextualize turn-key mindshare,False
822,Evans Inc,AI/ML,Delhi,3700989575,13.94,3,2,PhD,232,147320,18431389,42.65,True,0,0,0,Active,"Blood keep identify rock do enter suffer.
Effort model woman land trouble word. I method interest plant simply. Parent guess suddenly care sport six.
Report family pass while. Ten song keep major past hot history. Film use focus else any.",Diverse intermediate monitoring,extend holistic solutions,False
823,Perez LLC,Agritech,Bangalore,1299319243,19.62,11,2,Masters,57,356437,3799514,37.88,True,3,713768116,8,Closed,"Exactly over story several crime suggest. Involve step image million western perhaps official. Institution fight itself firm listen picture sea.
Maintain one reason find try Democrat. East create send behind nothing back.",Fully-configurable motivating secured line,deliver ubiquitous info-mediaries,True
824,"Garcia, Webb and Daniel",Edtech,Kolkata,4719541295,3.82,4,2,Masters,209,220516,31094035,32.63,True,4,267559293,6,Closed,"Daughter among nature brother boy area.
Information sense stop degree series just. Reflect either north economy when.
Be large source rate better. Particularly national college scene group degree report once.",Inverse leadingedge budgetary management,grow impactful users,True
825,Williams PLC,Edtech,Kolkata,3197264934,10.26,19,2,MBA,81,143412,20450505,28.68,True,0,0,0,Acquired,"Sign including street certain anyone team him. Operation word general. Beat understand employee ask discover sit color.
Back evening ever sort. Above quite street treatment state night.
Avoid contain leave above. Record see sister beautiful.",Customizable zero tolerance alliance,re-intermediate value-added metrics,False
826,Taylor Inc,Gaming,Hyderabad,2331586005,8.2,9,0,Bachelors,146,149348,20249727,2.82,False,0,31377053,1,Active,"School however yeah think bed address student. Specific including book require security.
Cover many record. Treatment material make up concern send experience. About girl why note ten apply court.",Stand-alone explicit archive,syndicate dynamic web services,True
827,Mann Group,E-commerce,Bangalore,1631424445,6.89,15,1,Masters,213,80071,9094970,22.62,False,0,0,0,Active,"Story hundred this suddenly agreement not. Middle tell fill check road. Upon game into she security show.
Break never stuff chance just decision. But forget next race station rather.",Future-proofed well-modulated moratorium,deliver out-of-the-box architectures,False
828,Anderson and Sons,Gaming,Kolkata,4811963475,9.12,16,2,Bachelors,181,494630,436941,47.82,True,2,298563115,6,Closed,"Thing bank weight head capital development. Side Republican million raise thus. Year table live cost east there southern.
International miss continue. True so fly. Recognize whole official investment line environmental.
Page red hotel could.",Realigned transitional groupware,visualize cross-platform systems,True
829,Stokes Ltd,Agritech,Mumbai,3757842446,17.8,14,1,MBA,229,377620,18133581,21.01,False,3,875400410,6,Closed,"Reason range treatment ever item production. Ability including offer the party court. Per reason seat fund under across father.
Our word class bag. Series number bank me. Within gas suddenly difficult here.",Decentralized bottom-line array,utilize strategic partnerships,True
830,Rowland Ltd,Edtech,Ahmedabad,4650046200,12.29,11,0,PhD,227,428709,42208579,38.68,False,0,0,0,Closed,"Speech institution themselves through. Pay front plan air little son father.
Since political could trade possible style become. Spring act environmental. Opportunity then threat people everyone beyond.",Implemented zero tolerance product,whiteboard dot-com mindshare,False
831,Chung-Villanueva,Healthtech,Chennai,3184815253,12.12,8,0,PhD,50,80944,16441928,15.51,True,4,834276705,9,Closed,"Sign left specific leave front life picture own. Near answer big themselves but majority return.
Discuss shoulder evidence successful. Imagine growth national north improve traditional ok. Way local believe than quite.",Vision-oriented encompassing projection,morph B2C relationships,True
832,"Hall, Booth and Allen",SaaS,Pune,2584789749,3.53,15,0,MBA,154,125034,22575989,8.4,False,0,0,0,Active,"Risk work fear. Room summer election five realize although range. Stop wife still indeed.
Relate population ahead him. Detail yet per player. Stop born left cut keep actually.",Organized disintermediate structure,productize seamless vortals,False
833,Garcia-Lozano,Fintech,Delhi,2737275886,14.34,3,1,PhD,53,170446,8461392,2.42,True,0,0,0,Acquired,"Pull back white senior itself give stuff. Notice indeed determine area onto identify.
Couple individual a system he network. Lot agency drop side let image candidate.
Term require miss yet some always leg. Go return want benefit head.",Optional optimizing Graphical User Interface,evolve impactful communities,False
834,"Cabrera, Mendoza and Wilcox",Healthtech,Chennai,2583566980,16.04,15,2,Masters,115,343902,29513563,33.96,True,4,349448080,3,Acquired,"Ask fund nice front even him kitchen approach.
Usually student single people attack summer. Once serve suffer local.
Pay analysis picture door.
Among scientist meeting use. Little determine say property. Exist cover our eye beat party admit close.",Fully-configurable value-added infrastructure,revolutionize clicks-and-mortar vortals,True
835,"Miller, Ramirez and Brown",Edtech,Pune,2201190054,13.31,16,0,Bachelors,17,194435,46420650,18.14,True,3,716747080,1,Active,"Point itself strategy. He change hotel wonder hit. Maybe student need you business sea in.
Event model compare. Must return school she each senior expert. Organization exactly pull best something.",Optimized executive software,productize cross-media channels,True
836,Castillo-Flores,Agritech,Mumbai,2330294161,19.31,9,0,PhD,172,344862,38521212,4.28,False,3,287375328,4,Active,"Person family church capital whatever. Let both organization.
Bank create care stay near least picture. Particularly far young live. Best over eight many phone.
Consider main owner way state. All national either along social song hit.",Ameliorated high-level data-warehouse,optimize impactful web-readiness,True
837,Berry-Hoover,E-commerce,Delhi,1040457970,14.33,10,1,PhD,144,391845,47824123,8.11,True,3,654315203,9,Acquired,"Build lot edge in analysis particularly three. Still next fund west. Government realize whose perform third Democrat.
Once power poor federal newspaper catch author including. Why paper civil ground again western success.",Optional client-server data-warehouse,expedite clicks-and-mortar web services,True
838,Vasquez-Rodriguez,Fintech,Delhi,2695684376,11.6,9,1,Masters,194,344550,34622312,34.57,True,0,0,0,Closed,"Side a group common. Foot consider carry sing role ago need. Debate people miss character letter usually.
Official beyond marriage scientist hospital author. You others scientist central themselves no born animal.",Assimilated secondary moratorium,expedite dot-com deliverables,False
839,Mueller-Powell,Fintech,Delhi,4415735309,6.49,8,0,Bachelors,109,262602,30800152,24.78,True,0,0,0,Active,"Remain artist range short. Identify onto they answer. Statement word history language when anything age.
Bad play better. Marriage go gun thank. Number know to it short technology something.
We green other technology east receive the.",Cross-platform methodical help-desk,visualize holistic users,False
840,"Davis, Cobb and Johnston",Edtech,Ahmedabad,2954743681,7.2,1,1,Bachelors,190,147776,24964255,1.25,False,3,226656832,8,Acquired,"Account city style enjoy avoid allow. Tv crime particular middle family right within.
Prove history song as. Including determine measure eat will. Congress arm condition such western fall.",Stand-alone transitional array,synergize integrated niches,True
841,Kelly PLC,E-commerce,Kolkata,1147308370,9.6,2,2,PhD,78,265546,26287590,18.57,False,3,377671342,7,Acquired,"Wrong letter serve. However assume cultural later down training some. Letter determine movement safe education.
Eight soon girl executive medical low plan movie. Day group several benefit memory.",Distributed clear-thinking synergy,architect turn-key mindshare,True
842,Stone LLC,E-commerce,Ahmedabad,1319667646,6.76,1,2,Masters,228,118472,42247808,28.77,True,0,0,0,Closed,"Western gas citizen move idea foreign special. Trouble weight green smile.
Themselves opportunity special idea training special. Analysis since cup wind then issue drop. Involve not gun job.",Total needs-based encoding,facilitate collaborative functionalities,False
843,"Martin, Ward and Harmon",AI/ML,Delhi,4286107807,9.92,13,1,MBA,156,170708,36644634,31.12,False,1,34047455,9,Closed,"Meet stage reality safe. Federal remain it upon current lay. Particular kind sell community big.
Yes energy throughout minute. Man read wall work garden.
Morning other choose do she between growth. Later defense station fish.",Digitized bi-directional attitude,embrace real-time relationships,True
844,Bowen-Cruz,Healthtech,Hyderabad,3070114888,18.69,1,0,PhD,142,326438,32695284,41.86,False,0,0,0,Acquired,"Guy say wrong threat lead market. Rich power see free land store western. Ok Republican study.
Measure nation affect possible young. Season something ground not physical. Too very amount.",Cloned optimal matrices,grow visionary infrastructures,False
845,"Anderson, Jones and Daniel",Healthtech,Bangalore,4821442800,19.45,12,0,Masters,58,321787,1045598,3.82,False,1,109720582,9,Acquired,"Student allow current lose wonder professor. Dog recognize address itself.
Early task pull give enter defense. Almost fight almost. Reveal war summer worry land cost end.",Managed optimizing contingency,architect mission-critical solutions,True
846,Smith-Lindsey,Healthtech,Delhi,2786335526,15.31,5,2,PhD,71,350937,3881018,9.97,True,3,565227279,5,Closed,Father opportunity he year cut light. Inside indeed skill degree development human. Future final arrive administration.,Compatible full-range emulation,synergize world-class bandwidth,True
847,Price PLC,Healthtech,Mumbai,4454761795,8.56,7,1,PhD,96,475902,5220558,38.76,True,0,0,0,Closed,"Stand family sea already. World better another dinner possible. Around hospital author you care record.
Hear member civil full protect herself white out. Bar pattern care study heart create work.",De-engineered multi-state data-warehouse,synthesize robust eyeballs,False
848,Santana-Gonzalez,Fintech,Ahmedabad,4777263511,12.93,1,1,PhD,61,188965,2046721,47.28,False,1,147730677,8,Acquired,"Professor involve attention movie space sound room. Most stay produce hear truth enter school.
Kitchen claim change. Know suffer chance. Evidence evidence thank seek.
Skin beyond again lawyer follow article. Book central charge sit.",Multi-lateral non-volatile frame,envisioneer robust networks,True
849,Torres Group,SaaS,Hyderabad,1696572262,15.99,10,2,PhD,269,473862,8080024,6.75,False,0,0,0,Active,"Rate discuss increase health one every few. Structure PM employee some put ahead church.
Bank mission east win quickly. Partner here get nothing east drop finally turn. Month girl employee reflect.",Re-engineered mobile access,empower viral action-items,False
850,"Kim, Castro and Davenport",Healthtech,Ahmedabad,1569401312,11.02,2,0,Masters,167,127839,2483055,11.34,False,0,0,0,Active,"He Mr score mind. Art court husband son very whole tend.
Character meeting court card. Happy they information head magazine. Store interest realize them fund force spring.",Centralized bottom-line definition,exploit B2C synergies,False
851,Wright-Mcdonald,E-commerce,Mumbai,2315101471,16.09,1,2,MBA,122,148937,20297679,29.42,False,2,506503808,6,Active,"Seven hospital build seek ok fine one. Yard easy suddenly offer available weight hundred.
During former better above often. Structure interest throw book energy friend.",Seamless modular process improvement,incentivize distributed infrastructures,True
852,Schultz LLC,E-commerce,Bangalore,4165663699,15.41,18,0,Bachelors,77,265159,21876106,31.4,True,2,348257412,6,Closed,"Gun director discussion cause. Option feeling after describe. Such at western of south.
Fish join stuff unit management Republican. Have present then provide energy management military.",Expanded responsive firmware,expedite proactive deliverables,True
853,Park PLC,Fintech,Ahmedabad,2185103033,7.11,13,2,Masters,80,321562,14387746,40.48,False,0,0,0,Active,Us where a child relationship every knowledge. Would culture tell mother support. As bank project will. Couple chance chance hope.,Stand-alone real-time array,architect integrated e-services,False
854,King LLC,Agritech,Mumbai,3044647961,19.35,14,1,Masters,277,10795,14230331,7.17,False,2,434066999,4,Closed,"Authority evidence identify impact.
Nor eat pretty eye indicate western defense. Crime scientist million month with. Magazine right change media already.
Stay ahead truth military tax. Increase direction former.",Multi-lateral attitude-oriented matrix,expedite sticky networks,True
855,"Wade, Avila and Phillips",AI/ML,Chennai,3024503618,13.07,17,1,PhD,286,419503,15806762,24.58,False,0,740193534,7,Closed,"People happy strategy stock understand blood final. Enjoy bad skill sign certain court unit.
Type every really eye. Own interesting kind. Scene simply drop shake ok shake.",Reactive value-added hierarchy,innovate intuitive ROI,True
856,Anderson-Jones,AI/ML,Ahmedabad,2129731779,5.23,19,2,Masters,12,321037,42130305,36.85,False,0,0,0,Closed,"Anything probably way husband laugh could different southern. Before leader nice item institution. Policy perhaps plan close back. Thus stage window room office interview.
Environmental visit professor check bring. Task quality two.",Optional actuating complexity,re-intermediate real-time e-markets,False
857,"Clark, Silva and Montes",Gaming,Delhi,4758043494,11.81,14,0,MBA,173,59706,27151380,13.01,False,0,0,0,Active,"Offer alone worker student agent reason. Little machine realize half.
Should present day many trial. Crime believe drop rate customer.
Another open hit fact. Other past woman alone center tonight start Democrat. Company blue standard spend son.",Enhanced zero-defect frame,exploit one-to-one synergies,False
858,"Shepherd, Martin and Diaz",AI/ML,Pune,2805317811,16.51,2,0,PhD,27,393300,39151671,42.79,True,0,572437054,4,Closed,"Bag summer debate concern situation time also. Consider off son policy trial in condition probably. Card guess represent record kind night name always.
Car seek hotel. Mrs support job.",Triple-buffered responsive info-mediaries,visualize plug-and-play users,True
859,Larsen-Martin,Healthtech,Hyderabad,4069623096,4.72,7,2,PhD,51,132832,19957086,12.61,True,2,461840996,6,Acquired,Require evidence newspaper economy. Wear woman business argue choose summer from lose. Quite left international drop imagine reach.,Advanced multi-tasking system engine,aggregate 24/7 technologies,True
860,Martinez-Harris,E-commerce,Ahmedabad,4690772552,12.29,17,1,MBA,278,262674,39997407,4.12,True,3,466376188,9,Acquired,"Effort church which throughout almost. Hair house against. Mean arrive data week.
Dream have price hit. At finish window.
Research understand argue. Check increase simply.
However everything type threat.",Streamlined mission-critical collaboration,implement leading-edge channels,True
861,"Turner, Williams and Webb",SaaS,Bangalore,2579906715,11.05,3,1,Bachelors,274,157089,15817704,21.99,True,0,0,0,Active,"Stop she choice around later perform. Pretty traditional shoulder west. Important color a continue Congress space.
Ahead success manager. Mrs like already every far. Rock near by night book company.",Centralized discrete open architecture,optimize one-to-one functionalities,False
862,Rivera-Hopkins,SaaS,Mumbai,4889445695,3.38,4,1,Bachelors,284,379522,809717,3.27,False,0,0,0,Acquired,"Structure practice report. Investment interest community individual. Perhaps necessary Congress away suddenly. Blood production audience raise sing.
By idea letter instead begin nor. Dream seven community sound.",Virtual actuating contingency,innovate sticky infrastructures,False
863,Brennan and Sons,Agritech,Mumbai,1699661593,5.88,4,0,Bachelors,253,146152,21848570,13.63,False,2,152416750,1,Active,"Road break before gun economy brother. Floor management tree home product federal focus. Practice pull special enough stand form.
Key per business condition hundred middle. Wear such popular long operation. Take must section easy sing off education.",Multi-layered multimedia Graphic Interface,extend dot-com infrastructures,True
864,"Alvarez, Evans and Richardson",AI/ML,Bangalore,4093979375,18.72,9,2,Masters,74,456040,10932181,0.52,False,4,188967822,2,Active,"Play hard away hotel human. Have traditional finally trouble population build.
Really nature college Mr try training. Increase card city such a story detail draw. Manage foreign establish strong build. Together product him face food.",Progressive well-modulated open system,utilize cross-platform users,True
865,Perez and Sons,Fintech,Hyderabad,2524692398,18.23,4,1,MBA,68,315281,35662143,4.05,True,0,840762271,5,Acquired,"Do there allow professional least analysis. Feel degree example development bed second clearly.
Walk conference than leg wide alone. Book discussion establish sometimes new owner. Sound kid name never performance hair all hundred.",Multi-tiered empowering focus group,target seamless solutions,True
866,Mason PLC,E-commerce,Delhi,3602809582,14.2,13,2,Bachelors,162,194080,24918847,14.53,False,0,36512288,5,Acquired,"Everybody voice Republican ago. Policy eight right through society.
Couple argue according story pattern. News tonight nearly trial different none. Television product spring wonder.",Business-focused grid-enabled monitoring,implement virtual e-commerce,True
867,Lopez and Sons,Fintech,Delhi,3351092613,4.8,1,1,Bachelors,238,176746,9760576,32.83,False,0,0,0,Active,"And peace green knowledge. Congress wish charge yard west. Song rich another development power.
Chance team voice manager determine light what.",Stand-alone directional open architecture,synthesize revolutionary applications,False
868,Hill LLC,Agritech,Ahmedabad,3746143745,16.63,17,1,PhD,65,242424,40106587,4.06,True,1,929182417,3,Closed,"Send yet produce tell ahead there nothing manager. Course crime design guess ten.
Color off remember best decision understand. Growth believe sea model sell nation stand.
First true standard name. Purpose yet season own market total this choice.",Enterprise-wide web-enabled archive,cultivate out-of-the-box synergies,True
869,Vincent-Smith,Fintech,Mumbai,3061663793,16.42,18,0,Bachelors,50,329873,47125534,38.65,False,0,0,0,Closed,"Probably it Congress big case. Various seem become than two.
Still television yourself next fill author. Law occur could early read three strong teach. International south western old source.
Clearly play investment. Pm country clear data.",Reverse-engineered even-keeled protocol,transition seamless communities,False
870,Martinez Inc,Agritech,Pune,1285208805,14.36,16,1,MBA,230,469032,35370855,47.47,True,3,23686579,1,Closed,"Born too look certain fine fill reflect. Maybe high stop. There police know.
Cell easy play yard mission. That service light even bar task week learn.
Room table message accept argue. Economy affect job live air. Throughout phone herself better.",Total demand-driven software,deploy cross-media synergies,True
871,Lamb-Frey,E-commerce,Kolkata,2729459675,14.95,19,2,PhD,218,375857,22949708,37.04,True,0,0,0,Active,Drug everything something within court. Myself amount value word. Future catch think item as fear low direction. Part Congress eat through strategy organization so.,User-centric web-enabled solution,incentivize one-to-one mindshare,False
872,Gonzalez-Brown,Edtech,Ahmedabad,3474585502,6.66,9,2,Bachelors,241,406218,12327876,4.5,True,4,316144717,7,Closed,"Computer certain still interesting hold.
Cover kitchen beat popular morning. Perhaps expect away less star true choice. Agent tree fly behavior protect play.",Implemented bottom-line process improvement,mesh revolutionary supply-chains,True
873,Robles-Burke,AI/ML,Pune,1837753651,14.12,11,1,Bachelors,123,279910,12695328,25.87,False,0,0,0,Closed,"Page whose paper only daughter concern throughout add. Indeed report owner recently.
General call its book food general as. Remain theory contain. Per difference drop reveal thank can.",Universal demand-driven standardization,expedite customized supply-chains,False
874,"Phillips, Neal and Cuevas",AI/ML,Kolkata,3661025253,11.0,11,2,PhD,287,420364,22061629,2.59,False,3,880756872,5,Acquired,"Window reduce rock thousand social evidence choose away. Board course site middle among. Serve operation somebody lose those purpose knowledge management.
Resource rock throw follow white group. Prevent south Congress challenge war tree.",Inverse executive system engine,cultivate extensible bandwidth,True
875,Patterson Group,Agritech,Kolkata,3915373202,19.74,13,1,PhD,154,249182,1570121,12.09,True,3,45445123,1,Active,"Teacher part full space customer.
Candidate fly American finally fire like good. Human compare stand office however wind.",Organized zero-defect ability,cultivate user-centric methodologies,True
876,Thomas-Houston,Healthtech,Chennai,2675406762,17.44,17,1,Bachelors,89,359332,4325596,25.98,False,0,0,0,Closed,"As job toward. Throw here glass lot ok beautiful speak.
Mouth early for smile skin three. Subject alone nature goal free approach western director.",Grass-roots radical emulation,mesh collaborative experiences,False
877,Campbell-Holmes,E-commerce,Hyderabad,3895610881,11.83,8,2,MBA,130,206993,6292444,6.49,False,2,834034330,4,Active,"Quality cell event former. Yet include vote similar.
Push green learn career front society ground. Everyone dark between but trip.",User-centric eco-centric productivity,transform impactful web services,True
878,Carpenter Ltd,Fintech,Chennai,1383206280,14.63,8,1,Masters,65,495166,7059985,34.53,False,2,788345126,1,Acquired,"Box national eight arrive avoid prepare do budget.
Painting model same leader. Main I from spring. Question build glass clearly.
Rate fact real smile cost cause development. Task glass traditional gun present. Any front bar bill find stay none.",Future-proofed empowering definition,target killer web-readiness,True
879,"Davis, Zimmerman and Olson",SaaS,Pune,1103964170,7.87,7,2,Bachelors,180,338021,47944957,27.06,True,0,0,0,Active,"Represent all fill foot. Medical art significant budget.
Professional consider line fall although author. Something personal region approach reduce.
Security world thousand by. As special mouth agreement. Office player sometimes game.",Virtual multi-state instruction set,transition vertical e-services,False
880,Ingram and Sons,Agritech,Pune,4490144719,5.76,6,2,Masters,54,32568,13390190,7.95,False,4,265104266,4,Acquired,"Size glass hundred do list. Feeling recently step particular animal add. Share science product morning.
After establish certain. Ever discover song too do medical. After most eye. However model contain.
Two around left final a last word.",Adaptive intangible application,envisioneer 24/7 architectures,True
